Reference area,Measure.1,Sex.1,TIME_PERIOD,OBS_VALUE
Sweden,Share of population who are obese,Total,2004,9.9
Sweden,Share of population who are obese,Total,2005,10.9
Sweden,Share of population who are obese,Total,2006,9
Sweden,Share of population who are obese,Total,2007,10.6
Sweden,Share of population who are obese,Total,2008,10.3
Sweden,Share of population who are obese,Total,2009,10.9
Sweden,Share of population who are obese,Total,2010,11.3
Sweden,Share of population who are obese,Total,2011,11
Sweden,Share of population who are obese,Total,2012,11.8
Sweden,Share of population who are obese,Total,2013,11.7
Sweden,Share of population who are obese,Total,2014,12.2
Sweden,Share of population who are obese,Total,2015,12.3
Sweden,Share of population who are obese,Total,2016,13
Sweden,Share of population who are obese,Total,2017,13.1
Sweden,Share of population who are obese,Total,2018,14.1
Sweden,Share of population who are obese,Total,2019,13.7
Sweden,Share of population who are obese,Total,2020,14.4
Sweden,Share of population who are obese,Total,2021,15.3
Sweden,Share of population who are obese,Total,2022,16.1
Sweden,Share of population who are overweight,Female,1998,25.3
Sweden,Share of population who are overweight,Female,1999,25.3
Sweden,Share of population who are overweight,Female,2000,26.6
Sweden,Share of population who are overweight,Female,2001,26.6
Sweden,Share of population who are overweight,Female,2002,28
Sweden,Share of population who are overweight,Female,2003,27
Sweden,Share of population who are overweight,Female,2004,25.7
Sweden,Share of population who are overweight,Female,2005,26.3
Sweden,Share of population who are overweight,Female,2006,26.8
Sweden,Share of population who are overweight,Female,2007,26.7
Sweden,Share of population who are overweight,Female,2008,27
Sweden,Share of population who are overweight,Female,2009,27.4
Sweden,Share of population who are overweight,Female,2010,28.2
Sweden,Share of population who are overweight,Female,2011,28.5
Sweden,Share of population who are overweight,Female,2012,27.7
Sweden,Share of population who are overweight,Female,2013,28.3
Sweden,Share of population who are overweight,Female,2014,27.8
Sweden,Share of population who are overweight,Female,2015,28.9
Sweden,Share of population who are overweight,Female,2016,29.7
Sweden,Share of population who are overweight,Female,2017,28
Sweden,Share of population who are overweight,Female,2018,29.3
Sweden,Share of population who are overweight,Female,2019,29.7
Sweden,Share of population who are overweight,Female,2020,29.1
Sweden,Share of population who are overweight,Female,2021,30.4
Sweden,Share of population who are overweight,Female,2022,30.4
Sweden,Share of population who are overweight or obese,Male,1998,47.4
Sweden,Share of population who are overweight or obese,Male,1999,47.4
Sweden,Share of population who are overweight or obese,Male,2000,49.6
Sweden,Share of population who are overweight or obese,Male,2001,49.6
Sweden,Share of population who are overweight or obese,Male,2002,51.9
Sweden,Share of population who are overweight or obese,Male,2003,49.8
Sweden,Share of population who are overweight or obese,Male,2004,50.3
Sweden,Share of population who are overweight or obese,Male,2005,52
Sweden,Share of population who are overweight or obese,Male,2006,52.2
Sweden,Share of population who are overweight or obese,Male,2007,52.2
Sweden,Share of population who are overweight or obese,Male,2008,52.9
Sweden,Share of population who are overweight or obese,Male,2009,53
Sweden,Share of population who are overweight or obese,Male,2010,53.9
Sweden,Share of population who are overweight or obese,Male,2011,53.6
Sweden,Share of population who are overweight or obese,Male,2012,54.6
Sweden,Share of population who are overweight or obese,Male,2013,54.2
Sweden,Share of population who are overweight or obese,Male,2014,52.9
Sweden,Share of population who are overweight or obese,Male,2015,55.3
Sweden,Share of population who are overweight or obese,Male,2016,56.1
Sweden,Share of population who are overweight or obese,Male,2017,56.1
Sweden,Share of population who are overweight or obese,Male,2018,56.6
Sweden,Share of population who are overweight or obese,Male,2019,55.3
Sweden,Share of population who are overweight or obese,Male,2020,56.7
Sweden,Share of population who are overweight or obese,Male,2021,57.2
Sweden,Share of population who are overweight or obese,Male,2022,57.4
Sweden,Share of population who are overweight,Male,1998,39.4
Sweden,Share of population who are overweight,Male,1999,39.4
Sweden,Share of population who are overweight,Male,2000,40.3
Sweden,Share of population who are overweight,Male,2001,40.3
Sweden,Share of population who are overweight,Male,2002,40.9
Sweden,Share of population who are overweight,Male,2003,39.6
Sweden,Share of population who are overweight,Male,2004,40.4
Sweden,Share of population who are overweight,Male,2005,40.6
Sweden,Share of population who are overweight,Male,2006,42
Sweden,Share of population who are overweight,Male,2007,41.4
Sweden,Share of population who are overweight,Male,2008,42.3
Sweden,Share of population who are overweight,Male,2009,41.7
Sweden,Share of population who are overweight,Male,2010,41.9
Sweden,Share of population who are overweight,Male,2011,42
Sweden,Share of population who are overweight,Male,2012,42.9
Sweden,Share of population who are overweight,Male,2013,42.1
Sweden,Share of population who are overweight,Male,2014,40.6
Sweden,Share of population who are overweight,Male,2015,43
Sweden,Share of population who are overweight,Male,2016,41.8
Sweden,Share of population who are overweight,Male,2017,42.1
Sweden,Share of population who are overweight,Male,2018,42.1
Sweden,Share of population who are overweight,Male,2019,40.9
Sweden,Share of population who are overweight,Male,2020,42
Sweden,Share of population who are overweight,Male,2021,41.4
Sweden,Share of population who are overweight,Male,2022,41.3
Sweden,Share of population who are obese,Male,1981,4.9
Sweden,Share of population who are obese,Male,1989,5.4
Sweden,Share of population who are obese,Male,1997,7.9
Sweden,Share of population who are obese,Male,1998,8
Sweden,Share of population who are obese,Male,1999,8
Sweden,Share of population who are obese,Male,2000,9.3
Sweden,Share of population who are obese,Male,2001,9.3
Sweden,Share of population who are obese,Male,2002,11
Sweden,Share of population who are obese,Male,2003,10.2
Sweden,Share of population who are obese,Male,2004,10
Sweden,Share of population who are obese,Male,2005,11.4
Sweden,Share of population who are obese,Male,2006,10.3
Sweden,Share of population who are obese,Male,2007,10.8
Sweden,Share of population who are obese,Male,2008,10.6
Sweden,Share of population who are obese,Male,2009,11.3
Sweden,Share of population who are obese,Male,2010,12
Sweden,Share of population who are obese,Male,2011,11.6
Sweden,Share of population who are obese,Male,2012,11.7
Sweden,Share of population who are obese,Male,2013,12.1
Sweden,Share of population who are obese,Male,2014,12.3
Sweden,Share of population who are obese,Male,2015,12.3
Sweden,Share of population who are obese,Male,2016,14.2
Sweden,Share of population who are obese,Male,2017,14
Sweden,Share of population who are obese,Male,2018,14.6
Sweden,Share of population who are obese,Male,2019,14.4
Sweden,Share of population who are obese,Male,2020,14.7
Sweden,Share of population who are obese,Male,2021,15.7
Sweden,Share of population who are obese,Male,2022,16.1
Sweden,Share of population who are overweight or obese,Female,1998,33.6
Sweden,Share of population who are overweight or obese,Female,1999,33.6
Sweden,Share of population who are overweight or obese,Female,2000,35.8
Sweden,Share of population who are overweight or obese,Female,2001,35.8
Sweden,Share of population who are overweight or obese,Female,2002,37.6
Sweden,Share of population who are overweight or obese,Female,2003,36.5
Sweden,Share of population who are overweight or obese,Female,2004,35.4
Sweden,Share of population who are overweight or obese,Female,2005,36.6
Sweden,Share of population who are overweight or obese,Female,2006,34.5
Sweden,Share of population who are overweight or obese,Female,2007,37
Sweden,Share of population who are overweight or obese,Female,2008,36.9
Sweden,Share of population who are overweight or obese,Female,2009,37.9
Sweden,Share of population who are overweight or obese,Female,2010,38.8
Sweden,Share of population who are overweight or obese,Female,2011,39
Sweden,Share of population who are overweight or obese,Female,2012,39.5
Sweden,Share of population who are overweight or obese,Female,2013,39.5
Sweden,Share of population who are overweight or obese,Female,2014,39.9
Sweden,Share of population who are overweight or obese,Female,2015,41.1
Sweden,Share of population who are overweight or obese,Female,2016,41.4
Sweden,Share of population who are overweight or obese,Female,2017,40.2
Sweden,Share of population who are overweight or obese,Female,2018,42.9
Sweden,Share of population who are overweight or obese,Female,2019,42.8
Sweden,Share of population who are overweight or obese,Female,2020,43.2
Sweden,Share of population who are overweight or obese,Female,2021,45.3
Sweden,Share of population who are overweight or obese,Female,2022,46.6
Sweden,Share of population who are overweight or obese,Total,1998,40.4
Sweden,Share of population who are overweight or obese,Total,1999,40.4
Sweden,Share of population who are overweight or obese,Total,2000,42.7
Sweden,Share of population who are overweight or obese,Total,2001,42.7
Sweden,Share of population who are overweight or obese,Total,2002,44.7
Sweden,Share of population who are overweight or obese,Total,2003,43.1
Sweden,Share of population who are overweight or obese,Total,2004,42.8
Sweden,Share of population who are overweight or obese,Total,2005,44.3
Sweden,Share of population who are overweight or obese,Total,2006,43.4
Sweden,Share of population who are overweight or obese,Total,2007,44.6
Sweden,Share of population who are overweight or obese,Total,2008,44.9
Sweden,Share of population who are overweight or obese,Total,2009,45.5
Sweden,Share of population who are overweight or obese,Total,2010,46.4
Sweden,Share of population who are overweight or obese,Total,2011,46.3
Sweden,Share of population who are overweight or obese,Total,2012,47.1
Sweden,Share of population who are overweight or obese,Total,2013,46.9
Sweden,Share of population who are overweight or obese,Total,2014,46.5
Sweden,Share of population who are overweight or obese,Total,2015,48.3
Sweden,Share of population who are overweight or obese,Total,2016,48.8
Sweden,Share of population who are overweight or obese,Total,2017,48.2
Sweden,Share of population who are overweight or obese,Total,2018,49.9
Sweden,Share of population who are overweight or obese,Total,2019,49.1
Sweden,Share of population who are overweight or obese,Total,2020,50
Sweden,Share of population who are overweight or obese,Total,2021,51.4
Sweden,Share of population who are overweight or obese,Total,2022,52.1
Sweden,Share of population who are obese,Female,1981,5.2
Sweden,Share of population who are obese,Female,1989,5.6
Sweden,Share of population who are obese,Female,1997,7.8
Sweden,Share of population who are obese,Female,1998,8.3
Sweden,Share of population who are obese,Female,1999,8.3
Sweden,Share of population who are obese,Female,2000,9.2
Sweden,Share of population who are obese,Female,2001,9.2
Sweden,Share of population who are obese,Female,2002,9.6
Sweden,Share of population who are obese,Female,2003,9.5
Sweden,Share of population who are obese,Female,2004,9.8
Sweden,Share of population who are obese,Female,2005,10.3
Sweden,Share of population who are obese,Female,2006,7.7
Sweden,Share of population who are obese,Female,2007,10.3
Sweden,Share of population who are obese,Female,2008,9.9
Sweden,Share of population who are obese,Female,2009,10.6
Sweden,Share of population who are obese,Female,2010,10.6
Sweden,Share of population who are obese,Female,2011,10.5
Sweden,Share of population who are obese,Female,2012,11.8
Sweden,Share of population who are obese,Female,2013,11.2
Sweden,Share of population who are obese,Female,2014,12.1
Sweden,Share of population who are obese,Female,2015,12.2
Sweden,Share of population who are obese,Female,2016,11.6
Sweden,Share of population who are obese,Female,2017,12.2
Sweden,Share of population who are obese,Female,2018,13.6
Sweden,Share of population who are obese,Female,2019,13.1
Sweden,Share of population who are obese,Female,2020,14.1
Sweden,Share of population who are obese,Female,2021,14.9
Sweden,Share of population who are obese,Female,2022,16.1
Switzerland,Share of population who are obese,Total,1992,5.4
Switzerland,Share of population who are obese,Total,1997,6.8
Switzerland,Share of population who are obese,Total,2002,7.7
Switzerland,Share of population who are obese,Total,2007,8.1
Switzerland,Share of population who are obese,Total,2012,10.3
Switzerland,Share of population who are obese,Total,2017,11.3
Switzerland,Share of population who are obese,Total,2022,12.1
Switzerland,Share of population who are overweight or obese,Male,1992,39.2
Switzerland,Share of population who are overweight or obese,Male,1997,42.2
Switzerland,Share of population who are overweight or obese,Male,2002,45.4
Switzerland,Share of population who are overweight or obese,Male,2007,46.3
Switzerland,Share of population who are overweight or obese,Male,2012,50.4
Switzerland,Share of population who are overweight or obese,Male,2017,50.9
Switzerland,Share of population who are overweight or obese,Male,2022,52.2
Switzerland,Share of population who are overweight,Total,1992,24.9
Switzerland,Share of population who are overweight,Total,1997,28.1
Switzerland,Share of population who are overweight,Total,2002,29.4
Switzerland,Share of population who are overweight,Total,2007,29.2
Switzerland,Share of population who are overweight,Total,2012,30.8
Switzerland,Share of population who are overweight,Total,2017,30.6
Switzerland,Share of population who are overweight,Total,2022,30.8
Switzerland,Share of population who are overweight,Female,1992,17.1
Switzerland,Share of population who are overweight,Female,1997,21.2
Switzerland,Share of population who are overweight,Female,2002,21.8
Switzerland,Share of population who are overweight,Female,2007,20.9
Switzerland,Share of population who are overweight,Female,2012,22.6
Switzerland,Share of population who are overweight,Female,2017,22.7
Switzerland,Share of population who are overweight,Female,2022,22.8
Switzerland,Share of population who are overweight or obese,Female,1992,21.9
Switzerland,Share of population who are overweight or obese,Female,1997,28.2
Switzerland,Share of population who are overweight or obese,Female,2002,29.2
Switzerland,Share of population who are overweight or obese,Female,2007,28.6
Switzerland,Share of population who are overweight or obese,Female,2012,32
Switzerland,Share of population who are overweight or obese,Female,2017,33
Switzerland,Share of population who are overweight or obese,Female,2022,33.8
Switzerland,Share of population who are obese,Female,1992,4.7
Switzerland,Share of population who are obese,Female,1997,7
Switzerland,Share of population who are obese,Female,2002,7.4
Switzerland,Share of population who are obese,Female,2007,7.7
Switzerland,Share of population who are obese,Female,2012,9.4
Switzerland,Share of population who are obese,Female,2017,10.2
Switzerland,Share of population who are obese,Female,2022,11
Switzerland,Share of population who are overweight,Male,1992,33.1
Switzerland,Share of population who are overweight,Male,1997,35.5
Switzerland,Share of population who are overweight,Male,2002,37.5
Switzerland,Share of population who are overweight,Male,2007,37.8
Switzerland,Share of population who are overweight,Male,2012,39.2
Switzerland,Share of population who are overweight,Male,2017,38.6
Switzerland,Share of population who are overweight,Male,2022,38.9
Switzerland,Share of population who are overweight or obese,Total,1992,30.3
Switzerland,Share of population who are overweight or obese,Total,1997,34.9
Switzerland,Share of population who are overweight or obese,Total,2002,37.1
Switzerland,Share of population who are overweight or obese,Total,2007,37.3
Switzerland,Share of population who are overweight or obese,Total,2012,41
Switzerland,Share of population who are overweight or obese,Total,2017,41.8
Switzerland,Share of population who are overweight or obese,Total,2022,42.9
Switzerland,Share of population who are obese,Male,1992,6.1
Switzerland,Share of population who are obese,Male,1997,6.7
Switzerland,Share of population who are obese,Male,2002,7.9
Switzerland,Share of population who are obese,Male,2007,8.6
Switzerland,Share of population who are obese,Male,2012,11.2
Switzerland,Share of population who are obese,Male,2017,12.3
Switzerland,Share of population who are obese,Male,2022,13.2
Ukraine,Share of population who are obese,Male,1975,6.3
Ukraine,Share of population who are obese,Male,1976,6.6
Ukraine,Share of population who are obese,Male,1977,6.9
Ukraine,Share of population who are obese,Male,1978,7.2
Ukraine,Share of population who are obese,Male,1979,7.5
Ukraine,Share of population who are obese,Male,1980,7.8
Ukraine,Share of population who are obese,Male,1981,8.2
Ukraine,Share of population who are obese,Male,1982,8.5
Ukraine,Share of population who are obese,Male,1983,8.9
Ukraine,Share of population who are obese,Male,1984,9.3
Ukraine,Share of population who are obese,Male,1985,9.7
Ukraine,Share of population who are obese,Male,1986,10.1
Ukraine,Share of population who are obese,Male,1987,10.5
Ukraine,Share of population who are obese,Male,1988,10.9
Ukraine,Share of population who are obese,Male,1989,11.3
Ukraine,Share of population who are obese,Male,1990,11.7
Ukraine,Share of population who are obese,Male,1991,12.1
Ukraine,Share of population who are obese,Male,1992,12.5
Ukraine,Share of population who are obese,Male,1993,12.8
Ukraine,Share of population who are obese,Male,1994,13.2
Ukraine,Share of population who are obese,Male,1995,13.6
Ukraine,Share of population who are obese,Male,1996,13.9
Ukraine,Share of population who are obese,Male,1997,14.3
Ukraine,Share of population who are obese,Male,1998,14.6
Ukraine,Share of population who are obese,Male,1999,15
Ukraine,Share of population who are obese,Male,2000,15.4
Ukraine,Share of population who are obese,Male,2001,15.7
Ukraine,Share of population who are obese,Male,2002,16.1
Ukraine,Share of population who are obese,Male,2003,16.5
Ukraine,Share of population who are obese,Male,2004,16.9
Ukraine,Share of population who are obese,Male,2005,17.3
Ukraine,Share of population who are obese,Male,2006,17.7
Ukraine,Share of population who are obese,Male,2007,18.2
Ukraine,Share of population who are obese,Male,2008,18.6
Ukraine,Share of population who are obese,Male,2009,19.1
Ukraine,Share of population who are obese,Male,2010,19.6
Ukraine,Share of population who are obese,Male,2011,20.1
Ukraine,Share of population who are obese,Male,2012,20.7
Ukraine,Share of population who are obese,Male,2013,21.3
Ukraine,Share of population who are obese,Male,2014,21.9
Ukraine,Share of population who are obese,Male,2015,22.5
Ukraine,Share of population who are obese,Male,2016,23.2
Ukraine,Share of population who are obese,Total,1975,12.8
Ukraine,Share of population who are obese,Total,1976,13.1
Ukraine,Share of population who are obese,Total,1977,13.4
Ukraine,Share of population who are obese,Total,1978,13.7
Ukraine,Share of population who are obese,Total,1979,14.1
Ukraine,Share of population who are obese,Total,1980,14.4
Ukraine,Share of population who are obese,Total,1981,14.7
Ukraine,Share of population who are obese,Total,1982,15.1
Ukraine,Share of population who are obese,Total,1983,15.4
Ukraine,Share of population who are obese,Total,1984,15.8
Ukraine,Share of population who are obese,Total,1985,16.1
Ukraine,Share of population who are obese,Total,1986,16.5
Ukraine,Share of population who are obese,Total,1987,16.8
Ukraine,Share of population who are obese,Total,1988,17.2
Ukraine,Share of population who are obese,Total,1989,17.5
Ukraine,Share of population who are obese,Total,1990,17.8
Ukraine,Share of population who are obese,Total,1991,18.1
Ukraine,Share of population who are obese,Total,1992,18.4
Ukraine,Share of population who are obese,Total,1993,18.7
Ukraine,Share of population who are obese,Total,1994,18.9
Ukraine,Share of population who are obese,Total,1995,19.2
Ukraine,Share of population who are obese,Total,1996,19.4
Ukraine,Share of population who are obese,Total,1997,19.7
Ukraine,Share of population who are obese,Total,1998,19.9
Ukraine,Share of population who are obese,Total,1999,20.1
Ukraine,Share of population who are obese,Total,2000,20.4
Ukraine,Share of population who are obese,Total,2001,20.6
Ukraine,Share of population who are obese,Total,2002,20.9
Ukraine,Share of population who are obese,Total,2003,21.1
Ukraine,Share of population who are obese,Total,2004,21.4
Ukraine,Share of population who are obese,Total,2005,21.7
Ukraine,Share of population who are obese,Total,2006,22
Ukraine,Share of population who are obese,Total,2007,22.3
Ukraine,Share of population who are obese,Total,2008,22.6
Ukraine,Share of population who are obese,Total,2009,23
Ukraine,Share of population who are obese,Total,2010,23.3
Ukraine,Share of population who are obese,Total,2011,23.7
Ukraine,Share of population who are obese,Total,2012,24.2
Ukraine,Share of population who are obese,Total,2013,24.6
Ukraine,Share of population who are obese,Total,2014,25.1
Ukraine,Share of population who are obese,Total,2015,25.6
Ukraine,Share of population who are obese,Total,2016,26.1
Ukraine,Share of population who are obese,Female,1975,17.8
Ukraine,Share of population who are obese,Female,1976,18.2
Ukraine,Share of population who are obese,Female,1977,18.5
Ukraine,Share of population who are obese,Female,1978,18.8
Ukraine,Share of population who are obese,Female,1979,19.2
Ukraine,Share of population who are obese,Female,1980,19.5
Ukraine,Share of population who are obese,Female,1981,19.9
Ukraine,Share of population who are obese,Female,1982,20.2
Ukraine,Share of population who are obese,Female,1983,20.6
Ukraine,Share of population who are obese,Female,1984,20.9
Ukraine,Share of population who are obese,Female,1985,21.3
Ukraine,Share of population who are obese,Female,1986,21.6
Ukraine,Share of population who are obese,Female,1987,21.9
Ukraine,Share of population who are obese,Female,1988,22.2
Ukraine,Share of population who are obese,Female,1989,22.5
Ukraine,Share of population who are obese,Female,1990,22.8
Ukraine,Share of population who are obese,Female,1991,23
Ukraine,Share of population who are obese,Female,1992,23.2
Ukraine,Share of population who are obese,Female,1993,23.4
Ukraine,Share of population who are obese,Female,1994,23.6
Ukraine,Share of population who are obese,Female,1995,23.8
Ukraine,Share of population who are obese,Female,1996,23.9
Ukraine,Share of population who are obese,Female,1997,24.1
Ukraine,Share of population who are obese,Female,1998,24.2
Ukraine,Share of population who are obese,Female,1999,24.3
Ukraine,Share of population who are obese,Female,2000,24.5
Ukraine,Share of population who are obese,Female,2001,24.6
Ukraine,Share of population who are obese,Female,2002,24.8
Ukraine,Share of population who are obese,Female,2003,25
Ukraine,Share of population who are obese,Female,2004,25.1
Ukraine,Share of population who are obese,Female,2005,25.3
Ukraine,Share of population who are obese,Female,2006,25.5
Ukraine,Share of population who are obese,Female,2007,25.7
Ukraine,Share of population who are obese,Female,2008,25.9
Ukraine,Share of population who are obese,Female,2009,26.2
Ukraine,Share of population who are obese,Female,2010,26.4
Ukraine,Share of population who are obese,Female,2011,26.7
Ukraine,Share of population who are obese,Female,2012,27
Ukraine,Share of population who are obese,Female,2013,27.4
Ukraine,Share of population who are obese,Female,2014,27.7
Ukraine,Share of population who are obese,Female,2015,28.1
Ukraine,Share of population who are obese,Female,2016,28.4
United Kingdom,Share of population who are overweight or obese,Male,2021,68.6
United Kingdom,Share of population who are obese,Male,1980,6
United Kingdom,Share of population who are obese,Male,1987,8
United Kingdom,Share of population who are obese,Male,1991,13
United Kingdom,Share of population who are obese,Male,1992,12
United Kingdom,Share of population who are obese,Male,1993,13.2
United Kingdom,Share of population who are obese,Male,1994,13.8
United Kingdom,Share of population who are obese,Male,1995,15.3
United Kingdom,Share of population who are obese,Male,1996,16.4
United Kingdom,Share of population who are obese,Male,1997,17
United Kingdom,Share of population who are obese,Male,1998,17.3
United Kingdom,Share of population who are obese,Male,1999,18.7
United Kingdom,Share of population who are obese,Male,2000,21
United Kingdom,Share of population who are obese,Male,2001,21
United Kingdom,Share of population who are obese,Male,2002,22.1
United Kingdom,Share of population who are obese,Male,2003,22.2
United Kingdom,Share of population who are obese,Male,2004,22.7
United Kingdom,Share of population who are obese,Male,2005,22.1
United Kingdom,Share of population who are obese,Male,2006,23.7
United Kingdom,Share of population who are obese,Male,2007,23.6
United Kingdom,Share of population who are obese,Male,2008,24.1
United Kingdom,Share of population who are obese,Male,2009,22.1
United Kingdom,Share of population who are obese,Male,2010,26.2
United Kingdom,Share of population who are obese,Male,2011,23.6
United Kingdom,Share of population who are obese,Male,2012,24.4
United Kingdom,Share of population who are obese,Male,2013,26
United Kingdom,Share of population who are obese,Male,2014,24.3
United Kingdom,Share of population who are obese,Male,2015,26.9
United Kingdom,Share of population who are obese,Male,2016,25.7
United Kingdom,Share of population who are obese,Male,2017,27.4
United Kingdom,Share of population who are obese,Male,2018,26.2
United Kingdom,Share of population who are obese,Male,2019,27
United Kingdom,Share of population who are overweight,Male,2017,40.6
United Kingdom,Share of population who are overweight,Male,2021,43.3
United Kingdom,Share of population who are overweight or obese,Female,1980,32
United Kingdom,Share of population who are overweight or obese,Female,1987,36
United Kingdom,Share of population who are overweight or obese,Female,1991,45
United Kingdom,Share of population who are overweight or obese,Female,1992,45
United Kingdom,Share of population who are overweight or obese,Female,1993,48.6
United Kingdom,Share of population who are overweight or obese,Female,1994,48.7
United Kingdom,Share of population who are overweight or obese,Female,1995,50.4
United Kingdom,Share of population who are overweight or obese,Female,1996,52
United Kingdom,Share of population who are overweight or obese,Female,1997,52.5
United Kingdom,Share of population who are overweight or obese,Female,1998,53.3
United Kingdom,Share of population who are overweight or obese,Female,1999,53.9
United Kingdom,Share of population who are overweight or obese,Female,2000,55.2
United Kingdom,Share of population who are overweight or obese,Female,2001,56.4
United Kingdom,Share of population who are overweight or obese,Female,2002,56.5
United Kingdom,Share of population who are overweight or obese,Female,2003,55.6
United Kingdom,Share of population who are overweight or obese,Female,2004,57.1
United Kingdom,Share of population who are overweight or obese,Female,2005,56.3
United Kingdom,Share of population who are overweight or obese,Female,2006,56.1
United Kingdom,Share of population who are overweight or obese,Female,2007,56.4
United Kingdom,Share of population who are overweight or obese,Female,2008,56.9
United Kingdom,Share of population who are overweight or obese,Female,2009,56.7
United Kingdom,Share of population who are overweight or obese,Female,2010,57.8
United Kingdom,Share of population who are overweight or obese,Female,2011,58.4
United Kingdom,Share of population who are overweight or obese,Female,2012,57.2
United Kingdom,Share of population who are overweight or obese,Female,2013,57.2
United Kingdom,Share of population who are overweight or obese,Female,2014,58.1
United Kingdom,Share of population who are overweight or obese,Female,2015,58.1
United Kingdom,Share of population who are overweight or obese,Female,2016,57.1
United Kingdom,Share of population who are overweight or obese,Female,2017,61.5
United Kingdom,Share of population who are overweight or obese,Female,2018,59.7
United Kingdom,Share of population who are overweight or obese,Female,2019,60.4
United Kingdom,Share of population who are obese,Female,1980,8
United Kingdom,Share of population who are obese,Female,1987,12
United Kingdom,Share of population who are obese,Female,1991,16
United Kingdom,Share of population who are obese,Female,1992,16
United Kingdom,Share of population who are obese,Female,1993,16.4
United Kingdom,Share of population who are obese,Female,1994,17.3
United Kingdom,Share of population who are obese,Female,1995,17.5
United Kingdom,Share of population who are obese,Female,1996,18.4
United Kingdom,Share of population who are obese,Female,1997,19.7
United Kingdom,Share of population who are obese,Female,1998,21.2
United Kingdom,Share of population who are obese,Female,1999,21.1
United Kingdom,Share of population who are obese,Female,2000,21.4
United Kingdom,Share of population who are obese,Female,2001,23.5
United Kingdom,Share of population who are obese,Female,2002,22.8
United Kingdom,Share of population who are obese,Female,2003,23
United Kingdom,Share of population who are obese,Female,2004,23.2
United Kingdom,Share of population who are obese,Female,2005,24.2
United Kingdom,Share of population who are obese,Female,2006,24.2
United Kingdom,Share of population who are obese,Female,2007,24.4
United Kingdom,Share of population who are obese,Female,2008,24.9
United Kingdom,Share of population who are obese,Female,2009,23.9
United Kingdom,Share of population who are obese,Female,2010,26.1
United Kingdom,Share of population who are obese,Female,2011,25.9
United Kingdom,Share of population who are obese,Female,2012,25.1
United Kingdom,Share of population who are obese,Female,2013,23.8
United Kingdom,Share of population who are obese,Female,2014,26.8
United Kingdom,Share of population who are obese,Female,2015,26.8
United Kingdom,Share of population who are obese,Female,2016,26.6
United Kingdom,Share of population who are obese,Female,2017,30
United Kingdom,Share of population who are obese,Female,2018,29.2
United Kingdom,Share of population who are obese,Female,2019,29.1
United Kingdom,Share of population who are overweight,Male,1993,44.4
United Kingdom,Share of population who are overweight,Male,1994,44.3
United Kingdom,Share of population who are overweight,Male,1995,44
United Kingdom,Share of population who are overweight,Male,1996,44.6
United Kingdom,Share of population who are overweight,Male,1997,45.2
United Kingdom,Share of population who are overweight,Male,1998,45.5
United Kingdom,Share of population who are overweight,Male,1999,43.9
United Kingdom,Share of population who are overweight,Male,2000,44.5
United Kingdom,Share of population who are overweight,Male,2001,46.6
United Kingdom,Share of population who are overweight,Male,2002,43.4
United Kingdom,Share of population who are overweight,Male,2003,43.2
United Kingdom,Share of population who are overweight,Male,2004,43.9
United Kingdom,Share of population who are overweight,Male,2005,42.6
United Kingdom,Share of population who are overweight,Male,2006,43.4
United Kingdom,Share of population who are overweight,Male,2007,41.4
United Kingdom,Share of population who are overweight,Male,2008,41.8
United Kingdom,Share of population who are overweight,Male,2009,43.7
United Kingdom,Share of population who are overweight,Male,2010,41.6
United Kingdom,Share of population who are overweight,Male,2011,41.4
United Kingdom,Share of population who are overweight,Male,2012,42.2
United Kingdom,Share of population who are overweight,Male,2013,41.1
United Kingdom,Share of population who are overweight,Male,2014,41
United Kingdom,Share of population who are overweight,Male,2015,40.9
United Kingdom,Share of population who are overweight,Male,2016,39.9
United Kingdom,Share of population who are overweight,Male,2017,39.8
United Kingdom,Share of population who are overweight,Male,2018,40.8
United Kingdom,Share of population who are overweight,Male,2019,41.2
United Kingdom,Share of population who are overweight,Total,2017,35.2
United Kingdom,Share of population who are overweight,Total,2021,37.8
United Kingdom,Share of population who are overweight,Female,2017,29.9
United Kingdom,Share of population who are overweight,Female,2021,32.5
United Kingdom,Share of population who are overweight or obese,Total,2021,63.8
United Kingdom,Share of population who are obese,Total,2014,20.1
United Kingdom,Share of population who are obese,Total,2017,21
United Kingdom,Share of population who are obese,Total,2021,25.9
United Kingdom,Share of population who are obese,Total,1980,7
United Kingdom,Share of population who are obese,Total,1987,10
United Kingdom,Share of population who are obese,Total,1991,14
United Kingdom,Share of population who are obese,Total,1992,14
United Kingdom,Share of population who are obese,Total,1993,14.9
United Kingdom,Share of population who are obese,Total,1994,15.7
United Kingdom,Share of population who are obese,Total,1995,16.4
United Kingdom,Share of population who are obese,Total,1996,17.5
United Kingdom,Share of population who are obese,Total,1997,18.4
United Kingdom,Share of population who are obese,Total,1998,19.4
United Kingdom,Share of population who are obese,Total,1999,20
United Kingdom,Share of population who are obese,Total,2000,21.2
United Kingdom,Share of population who are obese,Total,2001,22.4
United Kingdom,Share of population who are obese,Total,2002,22.5
United Kingdom,Share of population who are obese,Total,2003,22.6
United Kingdom,Share of population who are obese,Total,2004,22.9
United Kingdom,Share of population who are obese,Total,2005,23.2
United Kingdom,Share of population who are obese,Total,2006,23.9
United Kingdom,Share of population who are obese,Total,2007,24
United Kingdom,Share of population who are obese,Total,2008,24.5
